Hora,Tecla,Posicao,Estado
0.0,False,0.0,0
0.002777777777777778,False,0.0,0
0.005555555555555556,False,0.0,0
0.008333333333333333,False,0.0,0
0.011111111111111112,False,0.0,0
0.013888888888888888,False,0.0,0
0.016666666666666666,False,0.0,0
0.019444444444444445,False,0.0,0
0.022222222222222223,False,0.0,0
0.025,False,0.0,0
0.027777777777777776,False,0.0,0
0.030555555555555555,False,0.0,0
0.03333333333333333,False,0.0,0
0.03611111111111111,False,0.0,0
0.03888888888888889,False,0.0,0
0.041666666666666664,False,0.0,0
0.044444444444444446,False,0.0,0
0.04722222222222222,False,0.0,0
0.05,False,0.0,0
0.05277777777777778,False,0.0,0
0.05555555555555555,False,0.0,0
0.058333333333333334,False,0.0,0
0.06111111111111111,False,0.0,0
0.06388888888888888,False,0.0,0
0.06666666666666667,False,0.0,0
0.06944444444444445,False,0.0,0
0.07222222222222222,False,0.0,0
0.075,False,0.0,0
0.07777777777777778,False,0.0,0
0.08055555555555556,False,0.0,0
0.08333333333333333,False,0.0,0
0.08611111111111111,False,0.0,0
0.08888888888888889,False,0.0,0
0.09166666666666666,False,0.0,0
0.09444444444444444,False,0.0,0
0.09722222222222222,False,0.0,0
0.1,False,0.0,0
0.10277777777777777,False,0.0,0
0.10555555555555556,False,0.0,0
0.10833333333333334,False,0.0,0
0.1111111111111111,False,0.0,0
0.11388888888888889,False,0.0,0
0.11666666666666667,False,0.0,0
0.11944444444444445,False,0.0,0
0.12222222222222222,False,0.0,0
0.125,False,0.0,0
0.12777777777777777,False,0.0,0
0.13055555555555556,False,0.0,0
0.13333333333333333,False,0.0,0
0.1361111111111111,False,0.0,0
0.1388888888888889,False,0.0,0
0.14166666666666666,False,0.0,0
0.14444444444444443,False,0.0,0
0.14722222222222223,False,0.0,0
0.15,False,0.0,0
0.1527777777777778,False,0.0,0
0.15555555555555556,False,0.0,0
0.15833333333333333,False,0.0,0
0.16111111111111112,False,0.0,0
0.1638888888888889,False,0.0,0
0.16666666666666666,False,0.0,0
0.16944444444444445,False,0.0,0
0.17222222222222222,False,0.0,0
0.175,False,0.0,0
0.17777777777777778,False,0.0,0
0.18055555555555555,False,0.0,0
0.18333333333333332,False,0.0,0
0.18611111111111112,False,0.0,0
0.18888888888888888,False,0.0,0
0.19166666666666668,False,0.0,0
0.19444444444444445,False,0.0,0
0.19722222222222222,False,0.0,0
0.2,False,0.0,0
0.20277777777777778,False,0.0,0
0.20555555555555555,False,0.0,0
0.20833333333333334,False,0.0,0
0.2111111111111111,False,0.0,0
0.21388888888888888,False,0.0,0
0.21666666666666667,False,0.0,0
0.21944444444444444,False,0.0,0
0.2222222222222222,False,0.0,0
0.225,False,0.0,0
0.22777777777777777,False,0.0,0
0.23055555555555557,False,0.0,0
0.23333333333333334,False,0.0,0
0.2361111111111111,False,0.0,0
0.2388888888888889,False,0.0,0
0.24166666666666667,False,0.0,0
0.24444444444444444,False,0.0,0
0.24722222222222223,False,0.0,0
0.25,False,0.0,0
0.25277777777777777,False,0.0,0
0.25555555555555554,False,0.0,0
0.25833333333333336,False,0.0,0
0.2611111111111111,False,0.0,0
0.2638888888888889,False,0.0,0
0.26666666666666666,False,0.0,0
0.26944444444444443,False,0.0,0
0.2722222222222222,False,0.0,0
0.275,False,0.0,0
0.2777777777777778,False,0.0,0
0.28055555555555556,False,0.0,0
0.2833333333333333,False,0.0,0
0.2861111111111111,False,0.0,0
0.28888888888888886,False,0.0,0
0.2916666666666667,False,0.0,0
0.29444444444444445,False,0.0,0
0.2972222222222222,False,0.0,0
0.3,False,0.0,0
0.30277777777777776,False,0.0,0
0.3055555555555556,False,0.0,0
0.30833333333333335,False,0.0,0
0.3111111111111111,False,0.0,0
0.3138888888888889,False,0.0,0
0.31666666666666665,False,0.0,0
0.3194444444444444,False,0.0,0
0.32222222222222224,False,0.0,0
0.325,False,0.0,0
0.3277777777777778,False,0.0,0
0.33055555555555555,False,0.0,0
0.3333333333333333,False,0.0,0
0.33611111111111114,False,0.0,0
0.3388888888888889,False,0.0,0
0.3416666666666667,False,0.0,0
0.34444444444444444,False,0.0,0
0.3472222222222222,False,0.0,0
0.35,False,0.0,0
0.3527777777777778,False,0.0,0
0.35555555555555557,False,0.0,0
0.35833333333333334,False,0.0,0
0.3611111111111111,False,0.0,0
0.3631666666666667,True,0.0,1
0.36319444444444443,False,0.0,1
0.3632222222222223,False,0.0,1
0.36325,False,0.0,1
0.3632777777777778,False,0.05,1
0.3633055555555556,False,0.1,1
0.36333333333333334,False,0.15000000000000002,1
0.36336111111111113,False,0.2,1
0.36338888888888893,False,0.25,1
0.3634166666666667,False,0.3,1
0.36344444444444446,False,0.35,1
0.3634722222222222,False,0.39999999999999997,1
0.36350000000000005,False,0.44999999999999996,1
0.3635277777777778,False,0.49999999999999994,1
